NAAM;FAMILIE_ID
Lomariobotrys;
Lomariopsis;
Lomatia;333
Lomatium;24
Lomatocarpa;24
Lomatogoniopsis;167
Lomatogonium;167
Lomatopodium;24
Lomatozona;
Lomaxeta;
Lomelosia;81
Lomilis;186
Lomoplis;
Lonas;
Lonchitis-aspera;
Lonchocarpus;
Lonchostephus;324
Lonchostoma;63
Loncomelos;35
Longetia;314
Lonicera;81
Looseria;
Lopadocalyx;277
Lopezia;279
Lophacme;322
Lophactis;
Lophanthera;237
Lophanthus;216
Lophatherum;322
Lophiaris;282
Lophidium;
Lophiocarpus;9
Lophiocarpus;230
Lophiodon;
Lophiola;267
Lophiolepis;
Lophion;418
Lophira;276
Lophocachrys;24
Lophocarpinia;
Lophocereus;70
Lophochaete;
Lophoclinium;
Lophocolea;
Lophodium;
Lophogyne;324
Lopholaena;
Lopholejeunea;
Lopholepis;322
Lopholepis;
Lopholoma;
Lophomyrtus;266
Lophonardia;
Lophopappus;
Lophopetalum;88
Lophophora;70
Lophophyllum;248
Lophophytum;43
Lophopogon;322
Lophopterys;237
Lophopyxis;231
Lophosciadium;24
Lophosoria;
Lophospermum;318
Lophostachys;1
Lophostemon;266
Lophostigma;355
Lophostoma;401
Lophostylis;326
Lophozia;
Lophoziopsis;
Lopidium;
Lopriorea;14
Lorandersonia;
Loranthos;232
Loranthus;232
Lordhowea;
Lorencea;348
Lorentea;
Lorentzia;
Lorentzianthus;
Lorentziella;
Lorenzanea;351
Loreya;246
Loricalepis;246
Loricaria;
Lorinsera;24
Lorinseria;
Lorogl-orchis;282
Loroglossum;282
Loropetalum;186
Lorostemon;99
Lortetia;290
Lotea;
Lotodes;
Lotononis;
Lotoxalis;284
Lotus;
Loudetia;322
Loudetiopsis;322
Loudonia;185
Louisiella;322
Lourea;
Loureira;154
Lourteigia;
Lourtella;234
Lourya;35
Louteridium;1
Lovoa;247
Loxanthera;232
Loxanthes;15
Loxanthocereus;70
Loxidium;
Loxocalyx;216
Loxocarpus;170
Loxocarya;340
Loxococcus;32
Loxodera;322
Loxodiscus;355
Loxodon;
Loxogramme;
Loxoma;
Loxonia;170
Loxopterygium;18
Loxoscaphe;
Loxospermum;
Loxostigma;170
Loxostylis;18
Loxothysanus;
Loxotis;
Loxotrema;123
Loxsoma;
Loxsomopsis;
Loydia;322
Lozanella;78
Lozania;215
Lubaria;350
Lubinia;332
Lucaea;322
Lucilia;
Luciliocline;
Lucinaea;348
Luckhoffia;25
Luculia;348
Lucuma;356
Lucya;348
Ludekia;348
Ludia;352
Ludisia;282
Ludorugbya;
Ludovia;120
Ludovicia;
Ludwigia;279
Ludwigiantha;279
Lueckelia;282
Lueddemannia;282
Luederitzia;238
Luehea;238
Lueheopsis;238
Luerssenia;
Luerssenidendron;350
Luetkea;346
Luetzelburgia;
Luffa;115
Lugaion;
Luina;
Luiserides;282
Luisia;282
Luisierella;
Luisma;
Lulia;
Luma;266
Lumbricidia;
Lumnitzera;102
Lumnitzera;216
Lunania;352
Lunaria;60
Lunasia;350
Lunathyrium;
Lundellianthus;
Lundia;54
Lundinia;
Lunularia;
Lupinaster;
Lupinus;
Lupsia;
Lupularia;
Lupulina;
Luronium;9
Lussa;369
Lussacia;149
Luteolejeunea;
Lutrostylis;58
Lutzia;60
Luvunga;350
Luxemburgia;276
Luzama;282
Luziola;322
Luzonia;
Luzula;209
Luzuriaga;11
Lyallia;256
Lycapsus;
Lycaste;282
Lychniothyrsus;1
Lychnis;86
Lychnisilene;86
Lychnocephaliopsis;
Lychnocephalus;
Lychnodiscus;355
Lychnophora;
Lychnophoriopsis;
Lycianthes;374
Lyciodes;356
Lycioplesium;374
Lycium;374
Lycobyana;282
Lycocarpus;60
Lycochloa;322
Lycoctonum;337
Lycomormium;282
Lycopersicon;374
Lycopodiastrum;
Lycopodiella;
Lycopodiodes;
Lycopodioides;
Lycopodium;
Lycopsis;58
Lycopus;216
Lycoris;15
Lycoseris;
Lycotis;
Lycurus;322
Lydaea;346
Lydenburgia;88
Lyellia;
Lygeum;322
Lygia;401
Lyginia;
Lygisma;25
Lygodesmia;
Lygodictyon;
Lygodium;
Lygoplis;
Lygos;
Lymanbensonia;70
Lymania;61
Lyonia;149
Lyonnetia;
Lyonothamnus;346
Lyonsia;25
Lyperanthus;282
Lyperia;367
Lyrocarpa;60
Lyroglossa;282
Lysanthe;333
Lysiana;232
Lysicarpus;266
Lysichiton;29
Lysichitum;29
Lysidice;
Lysiloma;
Lysimachia;332
Lysimachiopsis;332
Lysinema;149
Lysionotus;170
Lysiosepalum;238
Lysiostyles;105
Lysiphyllum;
Lysipoma;75
Lysipomia;75
Lysis;332
Lysistemma;
Lytanthus;318
Lythropsis;234
Lythrum;234
Lytoagrus;32
Lytocaryum;32
Lytogomphus;43
Maackia;
Maasia;21
Maba;142
Mabea;154
Mabrya;318
Maburea;277
Mac-leayia;
Macadamia;333
Macahanea;88
Macairea;246
Macaranga;154
Macarenia;324
Macarisia;343
Macarthuria;224
Macbridea;216
Macbrideina;348
Macclellandia;234
Macgregorella;
Macgregoria;88
Machaeranthera;
Machaerina;123
Machaerium;
Machairophyllum;7
Machaonia;348
Machilus;219
Machlis;
Macielia;58
Mackaya;1
Mackenziea;1
Mackinlaya;24
Maclaudia;25
Macleania;149
Macleaya;288
Macledium;
Macludrania;258
Maclura;258
Maclurochloa;322
Maclurodendron;350
Maclurolyra;322
Macnabia;149
Macodes;282
Macoubea;25
Macouniella;
Macowania;
Macphersonia;355
Macrachaenium;
Macradenia;282
Macraea;
Macranthera;283
Macrocalyx;232
Macrocarpaea;167
Macrocaulon;7
Macrocentrum;246
Macroceratium;60
Macrochiton;247
Macrochlamys;170
Macrochordium;61
Macroclinidium;
Macroclinium;282
Macrocnemum;348
Macrococculus;248
Macrocolura;
Macrocoma;
Macrodictyum;
Macrodiervilla;81
Macrodiplophyllum;
Macroditassa;25
Macroglena;
Macroglossum;
Macrohasseltia;352
Macrohymenium;
Macrolejeunea;
Macrolenes;246
Macrolinium;282
Macrolobium;
Macrolotus;
Macromeria;58
Macromiscus;
Macromitrium;
Macronema;
Macronyx;
Macropanax;30
Macropelma;25
Macropeplus;255
Macropertya;
Macropetalum;25
Macropharynx;25
Macropidia;183
Macropiper;316
Macroplacis;246
Macroplethus;
Macropodanthus;282
Macropodiella;324
Macropodina;
Macropodium;60
Macropsychanthus;
Macropteranthes;102
Macroptilium;
Macrorhamnus;342
Macrorungia;1
Macrosamanea;
Macroscepis;25
Macrosema;
Macrosolen;232
Macrosphyra;348
Macrosporiella;
Macrostelia;238
Macrostylis;350
Macrosyringion;283
Macrothamniella;
Macrothamnium;
Macrothelypteris;
Macrothumia;352
Macrotomia;58
Macrotorus;255
Macrotropis;
Macrotrullion;
Macrotyloma;
Macrozamia;425
Macrozanonia;115
Macuillamia;318
Maculia;
Macuna;
Macvaughiella;
Macvicaria;
Madagasikaria;237
Madagaster;
Madaractis;
Madaria;
Madaroglossa;
Madarosperma;25
Maddenia;346
Madea;
Madhuca;356
Madia;
Madlabium;216
Madotheca;
Madronella;216
Maerklinia;419
Maerua;80
Maesa;332
Maesia;276
Maesobotrya;309
Maesopsis;342
Maeviella;367
Maferria;324
Magadania;24
Magdalenaea;367
Magnistipula;94
Magnolia;236
Magodendron;356
Magonia;355
Magoniella;327
Maguireanthus;246
Maguireocharis;348
Maguireothamnus;348
Magydaris;24
Maharanga;58
Mahawoa;25
Mahernia;238
Mahoberberis;50
Mahonia;50
Mahua;
Mahurea;72
Maianthemum;35
Maidenia;24
Maieta;246
Maihuenia;70
Maihueniopsis;70
Maillardia;258
Maingaya;186
Maireana;14
Mairia;
Majidea;355
Makednothallus;
Makinoa;
Malabaila;24
Malabathris;246
Malaccotristicha;324
Malache;238
Malachodendron;398
Malachra;238
Malacocarpus;70
Malacocarpus;428
Malacocephalus;
Malacocera;14
Malacomeles;346
Malacothamnus;238
Malacothrix;
Malacoxylum;350
Malagasia;333
Malaisia;258
Malanea;348
Malania;277
Malaparius;
Malapoenna;219
Malaxis;282
Malcolmia;60
Malephora;7
Malesherbia;290
Malleastrum;247
Malleola;282
Malleostemon;266
Mallophyton;246
Mallotus;154
Malmea;21
Malmeanthus;
Malnaregam;350
Malope;238
Malortiea;32
Malosma;18
Malouetia;25
Malperia;
Malpighia;237
Malpighiodes;237
Malpigiantha;237
Maltebrunia;322
Malus;346
Malva;238
Malvalthaea;238
Malvastrum;238
Malvaviscus;238
Malvella;238
Malveopsis;238
Malya;322
Mamillariella;
Mammea;72
Mammea;99
Mammillaria;70
Mammilloydia;70
Managa;88
Mananthes;1
Manaosella;54
Mancoa;60
Mandarus;
Mandenovia;24
Mandevilla;25
Mandirola;170
Mandonia;
Mandoniella;
Mandragora;374
Manekia;316
Manettia;348
Manettia;367
Manfreda;35
Manga;18
Mangenotia;25
Mangifera;18
Manglesia;266
Manglietia;236
Mangonia;29
Manicaria;32
Manihot;154
Manilkara;356
Maniltoa;
Manisuris;322
Mankyua;
Manna;
Mannagettaea;283
Mannia;
Mannia;369
Manniella;282
Manniophyton;154
Manoao;323
Manochlamys;14
Manoelia;374
Manostachya;348
Manotes;104
Manothrix;25
Mansana;342
Mansoa;54
Mansonia;238
Mantagnaea;
Mantalania;348
Mantisalca;
Mantisia;426
Manulea;367
Manuleopsis;367
Manungala;369
Manyonia;
Maoutia;413
Mapania;123
Mapinguari;282
Mapouria;348
Mappia;201
Mappianthus;201
Maprounea;154
Maquira;258
Maracanthus;232
Marah;115
Marahuacaea;338
Maraniona;
Maranta;239
Maranthes;94
Marantochloa;239
Marantodes;332
Marasmodes;
Marathrum;324
Marattia;
Marcania;1
Marcanthus;
Marcelia;
Marcellia;14
Marcelliopsis;14
Marcetia;246
Marcgravia;240
Marcgraviastrum;240
Marchantia;
Marchantiopsis;
Marchasta;
Marchesinia;
Marcielia;58
Marckea;374
Marconia;238
Maresia;60
Mareya;154
Mareyopsis;154
Margaranthus;374
Margaretta;25
Margarita;
Margaritaria;309
Margaritolobium;
Margaritopsis;348
Margarospermum;58
Margbensonia;323
Margelliantha;282
Marginaria;
Marginatocereus;70
Margotia;24
Margyracaena;346
Margyricarpus;346
Maria-antonia;
Mariacantha;
Marialva;99
Mariana;
Marianthus;317
Marica;202
Marignia;65
Marila;72
Marina;
Marinellia;367
Mariosousa;
Maripa;105
Mariscus;123
Marizia;
Markea;374
Markhamia;54
Marlierea;266
Marlothiella;24
Marlothistella;7
Marmaroxylon;
Marmoritis;216
Marojejya;32
Marottia;55
Marquesia;137
Marrubium;216
Marsdenia;25
Marsea;
Marshallia;
Marshalljohnstonia;
Marsilea;
Marsippospermum;209
Marsupella;
Marsupidium;
Marsypianthes;216
Marsypopetalum;21
Martellidendron;287
Martensianthus;348
Marthella;64
Marticorenia;
Martinella;54
Martinellius;
Martinezia;32
Martinsia;60
Martiodendron;
Martiusella;356
Martrasia;
Martretia;309
Martynia;241
Marumia;246
Marupa;369
Maruta;
Masakia;88
Mascagnia;237
Mascarenhasia;25
Maschalanthus;
Maschalocarpus;
Maschalocephalus;338
Maschalodesme;348
Maschalosorus;
Masdevallia;282
Masoala;32
Massartina;58
Massonia;35
Massowia;29
Massula;
Massularia;
Massularia;348
Mastersia;
Mastersiella;340
Mastigobryum;
Mastigolejeunea;
Mastigopelma;
Mastigophora;
Mastigophora;
Mastigopsis;
Mastigosciadium;24
Mastigostyla;202
Mastixia;107
Mastixiodendron;348
Mastopoma;
Mastrucium;
Matayba;355
Matelea;25
Mathaea;374
Mathewsia;60
Mathiasella;24
Mathieua;15
Mathiola;60
Mathiolaria;60
Mathurina;290
Matisia;238
Matonia;
Matourea;367
Matricaria;
Matsumurella;216
Matteria;
Matteuccia;
Mattfeldanthus;
Mattfeldia;
Matthaea;255
Matthiola;60
Matthissonia;374
Mattia;58
Mattiastrum;58
Mattuschkia;316
Matucana;70
Matudaea;186
Matudanthus;103
Matudina;
Maughania;
Maughaniella;7
Mauhlia;15
Mauloutchia;264
Maundia;210
Maurandella;318
Maurandya;318
Mauranthemum;
Mauria;18
Mauritia;32
Mauritiella;32
Maurocenia;88
Mausolea;
Mavaelia;324
Mavia;
Maxburretia;32
Maxia;256
Maxillaria;282
Maxillariella;282
Maximiliana;32
Maximilianea;32
Maxonia;
Maxwellia;238
Mayaca;243
Mayanaea;418
Mayepea;278
Mayna;2
Mayodendron;54
Maytenus;88
Mazaea;348
Mazus;308
Mazzettia;
Mcvaughia;237
Meadia;332
Mecardonia;318
Mechowia;14
Mecodium;
Mecomischus;
Meconella;288
Meconopsis;288
Mecopus;
Mecosorus;
Mecostylis;154
Mecranium;246
Medemia;32
Medeola;223
Mediasia;24
Medica;54
Medicago;
Medicosma;350
Medicusia;
Medinilla;246
Medinillopsis;246
Mediocactus;70
Mediocalcar;282
Mediolobivia;70
Mediusella;358
Medranoa;
Medusagyne;276
Medusandra;300
Medusanthera;381
Medyphylla;
Meeboldia;24
Meeboldia;80
Meeboldina;340
Meehania;216
Meesia;
Megacarpaea;60
Megacaryon;58
Megaceros;
Megaclinium;282
Megacorax;279
Megadenia;60
Megahertzia;333
Megalachne;322
Megalastrum;
Megaleranthis;337
Megalochlamys;1
Megalodonta;
Megaloprotachne;322
Megalorchis;282
Megalostoma;1
Megalotheca;340
Megalotus;282
Megaphrynium;239
Megaphyllaea;247
Megapterium;279
Megarrhiza;115
Megasea;361
Megaskepasma;1
Megastachya;322
Megastigma;350
Megastylis;282
Megathyrsus;322
Megatritheca;238
Megistostegium;238
Megistostigma;154
Meiapinon;226
Meibomia;
Meiemianthera;
Meiena;232
Meineckia;309
Meiocarpidium;21
Meiogyne;21
Meionectes;185
Meionula;221
Meiostemon;102
Meiotheciella;
Meiotheciopsis;
Meiothecium;
Meiotrichum;
Meiracyllium;282
Meisneria;246
Meizotropis;
Melachone;348
Meladendron;266
Meladerma;25
Melaleuca;266
Melampirum;367
Melampodium;
Melampyrum;283
Melananthera;
Melananthus;374
Melanchrysum;
Melancium;115
Melancranis;123
Melandrium;86
Melanea;348
Melanium;234
Melanobatus;346
Melanocarya;88
Melanocenchris;322
Melanochyla;18
Melanococca;18
Melanocommia;18
Melanodendron;
Melanodiscus;355
Melanolepis;154
Melanoloma;
Melanophylla;404
Melanopsidium;348
Melanorrhea;18
Melanorrhoea;18
Melanosciadium;24
Melanoselinum;24
Melanoseris;
Melanosinapis;60
Melanospermum;367
Melanostachya;340
Melanoxylon;
Melanoxylum;
Melanthera;
Melanthesa;309
Melanthium;245
Melargyra;86
Melarhiza;
Melascus;105
Melasma;283
Melasphaerula;202
Melastoma;246
Melastomastrum;246
Melhania;238
Melia;247
Meliadelpha;247
Melianthus;
Melica;322
Melichrus;149
Melicocca;355
Melicoccus;355
Melicope;350
Melicytus;418
Melientha;281
Melilota;
Melilotoides;
Melilotus;
Melinia;25
Melinis;322
Melinospermum;
Meliocarpus;24
Melioschinzia;247
Meliosma;351
Melisitus;
Melissa;216
Melissitus;
Melissopsis;
Melittacanthus;1
Melittis;216
Mella;367
Mellera;1
Mellichampia;25
Melliniella;
Melliodendron;386
Mellitis;216
Melo;115
Melocactus;70
Melocalamus;322
Melocanna;322
Melocarpum;428
Melochia;238
Melodinus;25
Melodorum;21
Melolobium;
Melongena;374
Melosperma;318
Melothria;115
Melpomene;
Memecylanthus;10
Memecylon;246
Memora;54
Memorialis;413
Menais;58
Mendoncia;1
Mendoravia;
Mendozia;1
Menendezia;246
Menepetalum;88
Menestoria;348
Menestrata;219
Menezesiella;282
Meninia;1
Meniscium;
Meniscogyne;413
Menisorus;
Menispermum;248
Menkea;60
Menkenia;
Menodora;278
Menomphalus;
Menonvillea;60
Mentha;216
Mentocalyx;7
Mentzelia;228
Menyanthes;249
Menziesia;149
Meonitis;24
Mephitidia;348
Meranthera;232
Meratia;
Merceya;
Merceyopsis;
Merciera;75
Mercurialis;154
Merendera;100
Meriandra;216
Meriania;246
Merianthera;246
Mericarpaea;348
Merimea;146
Meringium;
Merinthopodium;374
Merinthosorus;
Meriolix;279
Merisma;232
Meristostylis;167
Meristotropis;
Merkusia;175
Merleta;154
Merope;350
Merostachys;322
Merremia;105
Merrillanthus;25
Merrillia;350
Merrilliobryum;
Merrilliodendron;201
Merrilliopanax;30
Merrittia;
Mertensia;58
Mertensia;
Merumea;348
Merwia;24
Merwilla;35
Merwiopsis;24
Merxmuellera;322
Meryta;30
Mesadenella;282
Mesadenia;
Mesadenus;282
Mesanthemum;150
Mesanthophora;
Mesaulosperma;352
Mesechinopsis;70
Mesechites;25
Mesembryanthemum;7
Mesembryanthus;7
Mesocentron;
Mesoceros;
Mesochaete;
Mesochlaena;
Mesodetra;
Mesogramma;
Mesogyne;258
Mesomelaena;123
Mesoneuris;
Mesoneuron;
Mesonodon;
Mesophlebion;
Mesopteris;
Mesoptychia;
Mesosetum;322
Mesosorus;
Mesosphaerum;216
Mesospinidium;282
Mesostemma;86
Mesothema;
Mesotus;
Mespilodaphne;219
Mespilus;346
Messerschmidia;58
Mestoklema;7
Mesua;72
Mesyniopsis;226
Mesynium;226
Metabasis;
Metabolos;348
Metacalypogeia;
Metadina;348
Metadistichophyllum;
Metaeritrichium;58
Metagentiana;167
Metagnanthus;
Metagonia;149
Metahygrobiella;
Metalasia;
Metalejeunea;
Metalepis;25
Metalonicera;81
Metanarthecium;267
Metaneckera;
Metanemone;337
Metapanax;30
Metapetrocosmea;170
Metaplexis;25
Metapolypodium;
Metaporana;105
Metarungia;1
Metasequoia;117
Metastachydium;216
Metastelma;25
Metastevia;
Metathelypteris;
Metatrophis;413
Metaxya;
Metcalfia;322
Meteoridium;
Meteoriella;
Meteorina;
Meteoriopsis;
Meteorium;
Meteoromyrtus;266
Meterana;154
Meterostachys;111
Metharme;428
Methyscophyllum;88
Methysticum;316
Metopium;18
Metrodorea;350
Metrosideros;266
Metroxylon;32
Metteniusa;250
Metternichia;374
Metzgeria;
Metzgeriopsis;
Metzlerella;
Metzleria;
Meum;24
Mexacanthus;1
Mexerion;
Mexianthus;
Meximalva;238
Mexipedium;282
Mexotis;348
Meyenia;1
Meyenia;70
Meyenia;374
Meyerafra;
Meyeria;
Meyerophytum;7
Meyna;348
Mezia;237
Meziella;185
Mezilaurus;219
Mezobromelia;61
Mezoneuron;
Mezoneurum;
Mezonevron;
Mezzettia;21
Mezzettiopsis;21
Mibora;322
Michauxia;75
Michelia;236
Michelsonia;
Micholitzia;25
Mickelia;
Micklethwaitia;
Miconia;246
Miconiastrum;246
Micractis;
Micraira;322
Micralsopsis;
Micrampelis;115
Micrandra;154
Micrandropsis;154
Micrantha;60
Micranthella;246
Micranthemum;318
Micranthes;361
Micrantheum;314
Micranthocereus;70
Micranthus;1
Micranthus;202
Micrargeria;283
Micrargeriella;283
Micrasepalum;348
Micrauchenia;
Micrechites;25
Micrelium;
Micrisophylla;
Microbahia;
Microberlinia;
Microbiota;117
Microblepharis;290
Microbriza;322
Microbrochis;
Microbryum;
Microcachrys;323
Microcalamus;322
Microcampylopus;
Microcarpaea;318
Microcaryum;58
Microcephala;
Microcephalum;
Microcerasus;346
Microchaeta;
Microchaete;
Microcharis;
Microchilus;282
Microchirita;170
Microchloa;322
Microcitrus;350
Microclisia;248
Microcnemum;14
Micrococca;154
Microcodon;75
Microcoecia;
Microcoelia;282
Microcorys;216
Microcos;238
Microcrossidium;
Microctenidium;
Microcybe;350
Microcycas;425
Microdactylon;25
Microdendron;
Microderis;
Microdesmis;286
Microdon;367
Microdracoides;123
Microdus;
Microepidendrum;282
Microeurhynchium;
Microgilia;325
Microglossa;
Microgonium;
Microgramma;
Microgyne;
Microgynoecium;14
Microlaena;322
Microlagenaria;115
Microlecane;
Microlejeunea;
Microlepia;
Microlepidium;60
Microlepidozia;
Microlepis;246
Microliabum;
Microlicia;246
Microlobius;
Microloma;25
Microlonchus;
Microlophopsis;
Microlophus;
Micromeles;346
Micromelum;350
Micromeria;216
Micromitrium;
Micromitrium;
Micromonolepis;14
Micromyrtus;266
Micronychia;18
Microparacaryum;58
Micropera;282
Micropetalon;86
Microphilonotis;
Microphoenix;32
Micropholis;356
Microphyes;86
Microphysa;348
Microphyton;
Micropiper;316
Micropleura;24
Microplumeria;25
Micropodium;
Micropolypodium;
Micropoma;
Micropora;219
Micropsis;
Micropteris;
Micropterum;7
Micropterygium;
Micropuntia;70
Micropus;
Micropyropsis;322
Micropyrum;322
Microrhamnus;342
Microrhynchus;
Microrphium;167
Microrrhinum;367
Microsaccus;282
Microschizaea;
Microsciadium;24
Microsechium;115
Microselinum;24
Microseris;
Microsorum;
Microsperma;228
Microspermia;70
Microspermum;
Microstachys;154
Microstaphyla;
Microstegium;
Microstegium;322
Microsteira;237
Microstemma;25
Microstemon;18
Microsteris;325
Microstigma;60
Microstrobilus;1
Microstylis;282
Microsyphus;367
Microtatorchis;282
Microtea;312
Microterangis;282
Microterus;
Microthamnium;
Microtheciella;
Microthelys;282
Microthlaspi;60
Microthuidium;
Microtinus;81
Microtis;282
Microtoena;216
Microtrichomanes;
Microtropis;88
Microula;58
Microuratea;276
Mida;354
Middendorfia;234
Miediega;
Miehea;
Mielichhoferia;
Miersia;15
Miersiella;64
Mikania;
Mikaniopsis;
Mila;70
Mildbraedia;154
Mildbraediodendron;
Mildea;
Mildeella;
Mildella;
Milhania;105
Milicia;258
Milium;322
Miliusa;21
Milla;35
Millania;234
Millefolium;
Milleria;
Milletia;
Millettia;
Milligania;37
Millina;
Millingtonia;54
Millotia;
Millspaughia;327
Milnea;247
Miltianthus;428
Miltitzia;58
Miltonia;282
Miltonidium;282
Miltonidium;282
Miltoniopsis;282
Mimetanthe;367
Mimetes;333
Mimetophytum;7
Mimophytum;58
Mimosa;
Mimosopsis;
Mimozyganthus;
Mimulicalyx;367
Mimulopsis;1
Mimulus;308
Mimusops;356
Minaria;25
Minasia;
Minkelersia;
Minquartia;277
Minthostachys;216
Minuartia;86
Minuria;
Minythodes;
Mionandra;237
Miquelia;201
Miquelina;232
Miqueliopuntia;70
Mirabilis;273
Miradoria;
Miraglossum;25
Mirandea;1
Mirasolia;
Mirbelia;
Mirbella;
Miricacalia;
Mirkooa;234
Mironia;
Mirtana;248
Misanteca;219
Misbrookea;
Miscanteca;219
Miscanthidium;322
Miscanthus;322
Mischarytera;355
Mischobulbum;282
Mischocarpus;355
Mischocodon;355
Mischodon;314
Mischogyne;21
Mischopleura;149
Miscolobium;
Misodendrum;252
Misopates;318
Mistyllus;
Mitchella;348
Mitella;361
Mitellopsis;361
Mitesia;327
Mithridatea;255
Mitina;
Mitolepis;25
Mitostax;
Mitostemma;290
Mitostigma;25
Mitracarpus;348
Mitragyna;348
Mitragyne;229
Mitranthes;266
Mitranthus;367
Mitrantia;266
Mitraria;170
Mitrasacme;229
Mitrasacmopsis;348
Mitrastemma;253
Mitrastemon;253
Mitrella;21
Mitreola;229
Mitrephora;21
Mitriostigma;348
Mitrobryum;
Mitrocereus;70
Mitrophyllum;7
Mittenia;
Mittenothamnium;
Mitthyridium;
Miyabea;
Miyakea;337
Miyamayomena;
Mizutania;
Mkilua;21
Mnemion;418
Mnemosilla;288
Mnesiteon;
Mnesithea;322
Mniadelphus;
Mniarum;86
Mniobryoides;
Mniobryum;
Mniochloa;322
Mniodendron;
Mniodes;
Mnioloma;
Mniomalia;
Mniopsis;
Mnium;
Mnium;
Moacroton;154
Mobilabium;282
Mocinia;
Mocinnodaphne;219
Mocquerysia;2
Modanthos;238
Modecca;290
Modesta;105
Modiola;238
Modiolastrum;238
Moehringia;86
Moenchia;86
Moenkemeyera;
Moerckia;
Moerenhoutia;282
Moerkensteinia;
Mogiphanes;14
Mogoltavia;24
Mohavea;318
Mohlana;312
Mohria;
Mokof;398
Moldenhauera;201
Moldenhawera;
Molendoa;
Molina;154
Molinadendron;186
Molinaea;355
Molineria;200
Molinia;322
Molkenboeria;175
Mollia;238
Mollia;
Mollinedia;255
Molloya;333
Mollugo;254
Molongum;25
Molopanthera;348
Molopospermum;24
Molospermum;24
Molpadia;
Moltkia;58
Moltkiopsis;58
Moluccella;216
Momisia;78
Momordica;115
Mona;329
Monachanthus;282
Monachather;322
Monachne;322
Monachosorella;
Monachosorum;
Monactis;
Monadenium;154
Monandriella;324
Monanthes;111
Monanthochloe;322
Monanthocitrus;350
Monanthotaxis;21
Monarda;216
Monardella;216
Monarrhenus;
Mondia;25
Monechma;1
Monelasmum;276
Monelytrum;322
Monencyanthes;
Monenteles;
Moneses;149
Monetia;353
Moniera;318
Moniera;350
Monilaria;7
Monilistus;352
Monimia;255
Monimiopsis;255
Monimopetalum;88
Monizia;24
Monnina;326
Monocarpia;21
Monocarpus;
Monocephalium;201
Monocera;145
Monochaetum;246
Monochasma;283
Monochilus;216
Monochlaena;
Monochoria;328
Monoclea;
Monococcus;312
Monocosmia;329
Monocostus;110
Monocranum;
Monocryphaea;
Monoculus;
Monocyclanthus;21
Monocymbium;322
Monodactylopsis;
Monodia;322
Monodora;21
Monogereion;
Monogonia;
Monogramma;
Monogynella;105
Monolena;246
Monolepis;14
Monolluma;25
Monolopia;
Monomelangium;
Monomeria;282
Monoon;21
Monopera;318
Monopetalanthus;
Monopholis;
Monophyllaea;170
Monophyllanthe;239
Monophyllorchis;282
Monoporandra;137
Monoporidium;276
Monoporus;332
Monopsis;75
Monopteris;355
Monopteryx;
Monoptilon;
Monopyle;170
Monosalpinx;348
Monosemeion;
Monosepalum;282
Monosis;
Monosolenium;
Monostemma;25
Monostichanthus;21
Monostylis;324
Monotagma;239
Monotaxis;154
Monoteles;
Monotes;137
Monothecium;1
Monothrix;
Monothylaceum;25
Monotoca;149
Monotrema;338
Monotropa;149
Monotropastrum;149
Monotropsis;149
Monsonia;168
Monstera;29
Montagnaea;
Montanoa;
Montbretia;202
Monteiroa;238
Montejacquia;105
Montezuma;238
Montia;256
Montiastrum;256
Monticalia;
Montigena;
Montinia;257
Montiopsis;256
Montitega;149
Montjolya;58
Montolivaea;282
Montrichardia;29
Montrouziera;99
Monttea;318
Monvillea;70
Moonia;
Moorcroftia;105
Moquinia;
Moquiniella;232
Mora;
Moraea;202
Moranopteris;
Morea;202
Morelia;348
Morella;263
Morelosia;58
Morelotia;123
Morenoa;105
Morettia;60
Morgania;318
Moricandia;60
Moriera;60
Morierina;348
Morilandia;346
Morina;81
Morinda;348
Morindopsis;348
Moringa;259
Morinia;
Morisia;60
Morisonia;80
Morithamnus;
Moritzia;58
Morkillia;428
Mormodes;282
Mormolyca;282
Morna;
Morocarpus;413
Morongia;
Moronobea;99
Morrenia;25
Morsacanthus;1
Mortonia;88
Mortoniella;25
Mortoniodendron;238
Mortoniopteris;
Morus;258
Morysia;
Mosannona;21
Moscharia;
Moschifera;
Moschkowitzia;49
Moschopsis;74
Moschosma;216
Mosdenia;322
Moseniella;
Mosenodendron;21
Mosenthinia;288
Mosheovia;367
Mosiera;266
Mosigia;
Mosla;216
Mosquitoxylum;18
Mossia;7
Mostacillastrum;60
Mostuea;166
Motandra;25
Motherwellia;30
Motleyia;348
Moulinsia;322
Moullava;
Moultonianthus;154
Mourera;324
Mouretia;348
Mouriri;246
Mouroucoa;105
Moussonia;170
Moussoniantha;170
Moutabea;326
Moutouchi;
Moya;88
Msuata;
Mtonia;
Mucoa;25
Mucronea;327
Mucuna;
Muehlbergella;75
Muehlenbeckia;327
Muellera;
Muelleramra;246
Muelleranthus;
Muellerargia;115
Muelleriella;
Muellerina;232
Muellerobryum;
Muellerolimon;321
Muhlenbergia;322
Muilla;35
Muiria;7
Muiriantha;350
Mukdenia;361
Mukia;115
Muldera;316
Mulgedium;
Mulguraea;416
Mulinum;24
Mullaghera;
Multidentia;348
Munbya;58
Munchusia;238
Mundia;326
Mundtia;326
Mundulea;
Munnozia;
Munroa;322
