NAAM;FAMILIE_ID
Isoglossa;1
Isolatocereus;70
Isolembidium;
Isolepis;123
Isoleucas;216
Isoloba;221
Isoloma;170
Isoloma;
Isolona;21
Isomacrolobium;
Isomeria;
Isomeris;80
Isomerocarpa;40
Isometrum;170
Isonandra;356
Isonema;25
Isopaches;
Isopetalum;168
Isophyllaria;
Isophysis;202
Isoplexis;318
Isopogon;333
Isoptera;137
Isopterygiopsis;
Isopterygium;
Isopyrum;337
Isorium;58
Isostigma;
Isostylis;333
Isotachis;
Isotheca;1
Isotheciadelphus;
Isotheciopsis;
Isothecium;
Isotoma;75
Isotria;282
Isotropis;
Isotypus;
Isouratea;276
Itasina;24
Itatiaia;246
Itatiella;
Itaya;32
Itea;204
Iteadaphne;219
Iteria;
Ithycaulon;
Iticania;232
Itoa;352
Ituterion;419
Itzaea;105
Iva;
Ivania;60
Ivanjohnstonia;58
Ivesia;346
Ivodea;350
Iwatsukia;
Iwatsukiella;
Ixanthus;167
Ixauchenus;
Ixerba;383
Ixeridium;
Ixeris;
Ixia;202
Ixianthes;382
Ixidium;354
Ixiochlamys;
Ixiolaena;
Ixiolirion;205
Ixoca;86
Ixocactus;232
Ixodia;
Ixodonerium;25
Ixonanthes;206
Ixophorus;322
Ixora;348
Ixorhea;58
Ixtlania;1
Ixyophora;282
Ixyoungia;
Izozogia;428
Jablonskia;309
Jaborosa;374
Jacaranda;54
Jacaratia;83
Jacea;
Jaceacosta;
Jaceitrapa;
Jackiella;
Jackiopsis;348
Jacksonago;
Jacksonia;
Jacmaia;
Jacobaea;
Jacobaeastrum;
Jacobanthus;
Jacobinia;1
Jacobsenia;7
Jacosta;
Jacquemontia;105
Jacqueshuberia;
Jacquinia;332
Jacquiniella;282
Jadunia;1
Jaegeria;
Jaegerina;
Jaegerinopsis;
Jaeggia;290
Jaeschkea;167
Jaffueliobryum;
Jagera;355
Jahnia;378
Jaimehintonia;35
Jalambica;
Jalcophila;
Jaliscoa;
Jaltomata;374
Jambosa;266
Jamesbrittenia;367
Jamesia;195
Jamesianthus;
Jamesonia;
Jamesoniella;
Janasia;1
Jancaea;170
Janipha;154
Jankaea;170
Jankaeberlea;170
Jankaemonda;170
Jankaendron;170
Jankaessandra;170
Janotia;348
Jansenella;322
Jansonia;
Janusia;237
Japanobotrychium;
Japanobotrychum;
Japonolirion;304
Jaracatia;290
Jaramilloa;
Jarandersonia;238
Jarilla;83
Jarrilla;83
Jasarum;29
Jasione;75
Jasminanthes;25
Jasminocereus;70
Jasminum;278
Jasonia;
Jateorhiza;248
Jatropha;154
Jaubertia;348
Jaumea;
Jaundea;104
Jedda;401
Jefea;
Jeffersonia;50
Jeffreya;
Jehlia;279
Jeilium;14
Jejewoodia;282
Jejosephia;282
Jenkinsia;
Jenkinsonia;168
Jenmaniella;324
Jensenia;
Jensenobotrya;7
Jensia;
Jepsonia;361
Jerdonia;170
Jessea;
Jessenia;32
Jimensia;282
Joannea;
Joannesia;
Joannesia;154
Jobalboa;201
Jobaphes;
Jobinia;25
Jodanthus;60
Jodina;354
Jodrellia;
Johanneshowellia;327
Johannesteijsmannia;32
Johannia;
Johnia;88
Johnsonia;
Johnstonalia;342
Johrenia;24
Johreniopsis;24
Joinvillea;207
Jollydora;104
Jondraba;60
Jonesia;
Jonesia;
Jonesiobryum;
Jonidiopsis;418
Jonopsidium;60
Jonthlaspi;60
Joosia;348
Jordaaniella;7
Jordania;86
Joseanthus;
Josephia;282
Josephinia;292
Jossinia;266
Jouvea;322
Jovellana;71
Jovetastella;
Jovetia;348
Jovibarba;111
Jozoste;219
Juania;32
Juanulloa;374
Jubaea;32
Jubaeopsis;32
Jubautia;32
Jubelina;237
Jububa;342
Jubula;
Jubulopsis;
Juchia;115
Jucunda;246
Juglans;208
Julbernardia;
Juliania;18
Julocroton;154
Julostylis;238
Jumellea;282
Jumelleanthus;238
Juncellus;123
Juncodes;209
Juncoides;209
Juncus;209
Junellia;416
Jungermannia;
Jungermannites;
Jungia;
Juniperus;117
Juno;202
Juratzkaea;
Juratzkaeella;
Jurgensia;348
Jurinea;
Jurinella;
Juruasia;1
Jussiaea;279
Justago;97
Justicia;1
Juttadinteria;7
Juzepczukia;346
Kablikia;332
Kabulia;86
Kabulianthe;86
Kabuyea;393
Kadalia;246
Kadenia;24
Kadenicarpus;70
Kadsura;363
Kadua;348
Kadula;105
Kadurias;105
Kaempferia;426
Kafirnigania;24
Kageneckia;346
Kailarsenia;348
Kailashia;24
Kairoa;255
Kairothamnus;314
Kaisupeea;170
Kajewskiella;348
Kalaharia;216
Kalakia;24
Kalanchoe;111
Kalappia;
Kalbfussia;
Kalbreyeriella;1
Kaleniczenkia;
Kalidium;14
Kalimantanorchis;282
Kalimares;
Kalimeris;
Kaliphora;107
Kallias;
Kallstroemia;428
Kalmia;149
Kalmiella;149
Kalmiopsis;149
Kalmiothamnus;149
Kalonymus;88
Kalopanax;30
Kalosanthes;111
Kambala;234
Kamelinia;24
Kamettia;25
Kamiella;
Kampmannia;322
Kampochloa;322
Kanahia;25
Kanakomyrtus;266
Kanaloa;
Kandaharia;24
Kandelia;343
Kania;266
Kanilia;343
Kanimia;
Kanjarum;1
Kantemon;81
Kantius;
Kaokochloa;322
Karatas;61
Karatavia;24
Kardomia;266
Karekandelia;343
Karelinia;
Karina;167
Karinia;123
Karivia;115
Karnataka;24
Karomia;216
Karvandarina;
Karwinskia;342
Kasailo;25
Kaschgaria;
Kashmiria;318
Katapsuxis;24
Kaufmannia;332
Kaulfussia;
Kaulfussia;
Kaulinia;
Kaunia;
Kavalama;238
Kayea;72
Kearnemalvastrum;238
Keayodendron;309
Kebirita;
Keckiella;318
Kedarnatha;24
Kedhalia;426
Kedrastis;115
Kedrostis;115
Keenania;348
Keerlia;
Keetia;348
Kefersteinia;282
Kegelia;282
Kegeliella;282
Keithia;216
Kelissa;202
Kelita;14
Kelleria;401
Kelleronia;428
Kelloggia;348
Kelseya;346
Kelussia;24
Kemulariella;
Kendrickia;246
Kengia;322
Kengyilia;322
Kennedia;
Kennedya;
Kennedynella;
Kenopleurum;24
Kensitia;7
Kentia;32
Kentiopsis;32
Kentranthus;81
Kentrophyllum;
Kentrosphaera;14
Kentrothamnus;342
Keracia;24
Keramanthus;290
Keramocarpus;24
Keraudrenia;238
Keraymonia;24
Kerbera;25
Kerianthera;348
Keringa;
Kermadecia;333
Kernera;60
Kerneria;
Kerria;346
Kerriochloa;322
Kerriodoxa;32
Kerriothyrsus;246
Kerstingiella;
Keteleeria;315
Kethosia;105
Keyserlingia;
Keysseria;
Khadia;7
Khaosokia;123
Khasiaclunea;348
Khasianthus;
Khaya;247
Khmeriosicyos;115
Kiaeria;
Kiapasia;
Kibara;255
Kibaropsis;255
Kibatalia;25
Kibessia;246
Kickxia;318
Kielmeyera;72
Kiesera;
Kigelia;54
Kiggelaria;2
Kihansia;408
Kikuyuochloa;322
Kiliana;
Killickia;216
Killipia;246
Killipiodendron;297
Kinabaluchloa;322
Kindbergia;
Kingdonia;95
Kingella;232
Kinghamia;
Kingia;127
Kingianthus;
Kingidium;282
Kinginda;21
Kingiobryum;
Kingiodendron;
Kingiolejeunea;
Kinia;223
Kinostemon;216
Kionophyton;282
Kippistia;
Kirchnera;
Kirengeshoma;195
Kirilowia;14
Kirkbridea;246
Kirkia;212
Kissenia;228
Kitagawia;24
Kitaibelia;238
Kjellbergiodendron;266
Klackenbergia;167
Klaineanthus;154
Klaineastrum;246
Klainedoxa;203
Klaprothia;228
Klarobelia;21
Klasea;
Klaseopsis;
Klattia;202
Kleinhovia;238
Kleinia;
Kleioweisiopsis;
Klenzea;
Klopstockia;32
Klossia;348
Klotzschia;24
Klugia;170
Klugiodendron;
Knautia;81
Kneiffia;279
Knema;264
Knightia;333
Kniphofia;
Knorringia;327
Knowltonia;337
Knoxia;348
Koanophyllon;
Kobresia;123
Kochia;14
Kochummenia;348
Kodalyodendron;350
Koeberlinia;213
Koechlea;
Koehlreutera;
Koehneola;
Koehneria;234
Koelera;
Koeleria;322
Koellensteinia;282
Koellia;216
Koellikeria;170
Koellikohleria;170
Koelpinia;
Koelreuteria;355
Koelzella;24
Koenigia;327
Koernickanthe;239
Kogelbergia;382
Kohautia;348
Kohleria;170
Koilodepas;154
Kokia;238
Kokoona;88
Kokoschkinia;54
Kolbia;290
Kolkwitzia;81
Kolobopetalum;248
Kolofonia;105
Kolowratia;426
Komaroffia;337
Komarovia;24
Koniga;60
Kontumia;
Konxikas;
Koompassia;
Koordersiodendron;18
Koponenia;
Kopononobryum;
Kopsia;25
Kopsiopsis;283
Kordelestris;54
Kormickia;
Korovinia;24
Korshinskia;24
Korshinskya;24
Korthalsella;354
Korthalsia;32
Korupodendron;420
Korycarpus;322
Kosaria;258
Kosmosiphon;1
Kosopoljanskia;24
Kosteletzkya;238
Kostermansia;238
Kostermanthus;94
Kotschya;
Kovalevskiella;
Koyamacalia;
Koyamaea;123
Koyamasia;
Kozlovia;24
Kraenzlinella;282
Krainzia;70
Kralikia;322
Krameria;214
Krapfia;337
Krapovickasia;238
Krascheninikovia;86
Krascheninnikovia;14
Krascheninnikowia;86
Krasnovia;24
Krassera;246
Kraunhia;
Krausella;356
Krauseola;86
Kraussia;348
Krebsia;25
Kremeriella;60
Kreodanthus;282
Krigia;
Krokeria;
Krubera;24
Krugiodendron;342
Krukoviella;276
Krunodiplophyllum;
Krylovia;
Krynitzkia;58
Kryptostoma;282
Ktenospermum;58
Kubitzkia;219
Kudoacanthus;1
Kudrjaschevia;216
Kuerschneria;
Kuestera;1
Kuhitangia;86
Kuhlhasseltia;282
Kuhnia;
Kuhniastera;
Kuhnistera;
Kulinia;340
Kumaria;
Kummerowia;
Kunckelia;137
Kundmannia;24
Kungia;111
Kunhardtia;338
Kuniria;1
Kuniwatsukia;
Kunkeliella;354
Kunstleria;
Kuntheria;100
Kunzea;266
Kunzspermum;266
Kupea;408
Kuramosciadium;24
Kuritis;367
Kurohimehypnum;
Kurramiana;167
Kurzamra;216
Kurzia;
Kurzinda;342
Kuschakewiczia;58
Kutchubaea;348
Kydia;238
Kyhosia;
Kyllinga;123
Kyllingiella;123
Kymapleura;
Kymatocalyx;
Kymatolejeunea;
Kyphocarpa;14
Kyrstenia;
Kyrsteniopsis;
Labatia;356
Labichea;
Labisia;332
Lablab;
Lablavia;
Labordea;229
Labordia;229
Laboucheria;
Labourdonnaisia;356
Labradia;
Labramia;356
Laburnocytisus;
Laburnum;
Lacaena;282
Lacandonia;408
Lacara;75
Lacaussadea;
Laccodiscus;355
Laccopetalum;337
Laccospadix;32
Laccosperma;32
Lachanodendron;247
Lachanodes;
Lachemilla;346
Lachenalia;35
Lachnaea;401
Lachnagrostis;322
Lachnanthes;183
Lachnocapsa;60
Lachnocaulon;150
Lachnochloa;322
Lachnoloma;60
Lachnopetalum;355
Lachnophyllum;
Lachnopodium;246
Lachnorhiza;
Lachnospermum;
Lachnostachys;216
Lachnostylis;309
Lachnothalamus;
Lacinaria;
Lacis;324
Lacistema;215
Lackeya;
Lacmellea;25
Lacostea;
Lacosteopsis;
Lactomamillara;70
Lactoris;
Lactuca;
Lactucopsis;
Lacunaria;276
Lacuris;350
Ladanium;96
Ladeania;
Ladenbergia;348
Ladyginia;24
Laelia;282
Laelichilis;282
Laeliocattleya;282
Laeliocattleya;282
Laennecia;
Laestadia;
Laetia;352
Laetji;355
Lafoensia;234
Lafuentea;318
Lagarinthus;25
Lagarosiphon;196
Lagarosolen;170
Lagarostrobos;323
Lagascea;
Lagenandra;29
Lagenantha;14
Lagenanthus;167
Lagenaria;115
Lagenias;167
Lagenocarpus;123
Lagenocypsela;
Lagenopappus;
Lagenophora;
Lagenosocereus;70
Lagerstroemia;234
Lagetta;401
Laggera;
Lagochilium;1
Lagochilus;216
Lagoecia;24
Lagonychium;
Lagophylla;
Lagopsis;216
Lagoseriopsis;
Lagoseris;
Lagothamnus;
Lagotis;318
Lagrezia;14
Laguna;238
Lagunaria;238
Laguncularia;102
Lagurostemon;
Lagurus;322
Lahaya;86
Lahia;238
Lalage;
Lalda;
Lalldhwojia;24
Lallemantia;216
Lamanonia;116
Lamarchea;266
Lamarckia;322
Lamarkea;266
Lamarkia;322
Lambertia;333
Lamellisepalum;342
Lamellocolea;
Lamiodendron;54
Lamiofrutex;247
Lamium;216
Lamourouxia;283
Lampadaria;170
Lampas;232
Lampayo;416
Lamprachaenium;
Lampranthus;7
Lamprocapnos;288
Lamprocephalus;
Lamprolobium;
Lampropappus;
Lamprophyllum;
Lamprophyllum;
Lamprospermum;355
Lamprothamnus;348
Lamprothyrsus;322
Lamprotis;149
Lampsana;
Lamyra;
Lamyropappus;
Lamyropsis;
Lanaria;217
Lancea;308
Lancisia;
Landiopsis;348
Landolphia;25
Landtia;
Langebergia;
Langia;14
Langloisia;325
Langsdorffia;43
Langsdorfia;374
Languas;426
Lanipila;
Lanium;282
Lankesterella;282
Lankesteria;1
Lannea;18
Lanneoma;18
Lansium;247
Lantana;416
Lantanopsis;
Lanthorus;232
Laosanthus;426
Lapageria;306
Lapanthus;61
Lapathum;327
Lapeirousia;202
Laphamia;
Laphangium;
Lapidaria;7
Lapiedra;35
Lapithea;167
Laplacea;398
Laportea;413
Lappa;
Lappula;58
Lappulla;58
Lapsana;
Lapsanastrum;
Lapsyoungia;
Lardizabala;218
Larentia;202
Laretia;24
Larix;315
Larnalles;103
Larnastyra;216
Larnax;374
Larochea;111
Larrea;428
Larryleachia;25
Larsenaikia;348
Larsenianthus;426
Lasallea;
Lascadium;154
Laser;24
Laserpitium;24
Lasia;29
Lasia;
Lasiacis;322
Lasiadenia;401
Lasiagrostis;322
Lasiandra;246
Lasianthaea;
Lasianthemum;355
Lasianthera;381
Lasianthus;348
Lasiarrhenum;58
Lasimorpha;29
Lasinia;
Lasiobema;
Lasiocarphus;
Lasiocarpus;237
Lasiocaryum;58
Lasiocephalus;
Lasiocereus;70
Lasiochlamys;352
Lasiochloa;322
Lasiocladus;1
Lasiococca;154
Lasiocroton;154
Lasiodiscus;342
Lasiolaena;
Lasionema;348
Lasiopera;367
Lasiopetalum;238
Lasiopogon;
Lasiorrhiza;
Lasiosiphon;401
Lasiospermum;
Lasiospora;
Lasiostelma;25
Lasiostoma;348
Lasiostyles;154
Lasiurus;322
Lasjia;333
Lass;238
Lassa;238
Lastarriaca;327
Lastarriaea;327
Lasthenia;
Lastila;
Lastrea;
Lastreopsis;
Latania;32
Lateropora;149
Lathraea;283
Lathraeocarpa;348
Lathriogyna;
Lathrocasis;325
Lathrophytum;43
Lathyros;
Lathyrus;
Latouchea;167
Latreillea;
Latrienda;105
Latrobea;
Latua;374
Laubertia;25
Launaea;
Launaya;
Launea;
Laurelia;40
Laureliopsis;40
Laurembergia;185
Laurentia;75
Lauridia;88
Lauro-cerasus;346
Laurocerasus;346
Laurophyllus;18
Laurus;219
Lautea;33
Lauterbachia;255
Lavalleopsis;277
Lavandula;216
Lavanga;350
Lavatera;238
Lavauxia;279
Lavenia;
Lavigeria;201
Lavoisiera;246
Lavradia;276
Lavrania;25
Lawia;324
Lawiella;324
Lawrencella;
Lawrencia;238
Lawsonia;234
Laxanon;
Laxmannia;35
Laxmannia;
Laxopetalum;
Laxoplumeria;25
Layia;
Lazarolus;346
Leachia;
Leachiella;25
Leandra;246
Leandriella;1
Leaoa;282
Leavenworthia;60
Lebeckia;
Lebetanthus;149
Lebetina;
Lebretonia;238
Lebronnecia;238
Lebrunia;72
Lebruniodendron;
Lecananthus;348
Lecaniodiscus;355
Lecanocarpus;14
Lecanocnide;413
Lecanophora;238
Lecanopteris;
Lecanorchis;282
Lecanthus;413
Lecardia;88
Lecariocalyx;348
Lechea;96
Lechenaultia;175
Lecocarpus;
Lecointea;
Lecokia;24
Lecomtea;324
Lecomtedoxa;356
Lecomtella;322
Lecosia;14
Lecostomon;145
Lecythis;220
Leda;1
Ledebouria;35
Ledenbergia;312
Ledermanniella;324
Ledocarpon;
Ledodendron;149
Ledonia;96
Ledothamnus;149
Ledum;149
Leea;419
Leersia;
Leersia;322
Leeuwenbergia;154
Lefebvrea;24
Legazpia;227
Legenere;75
Legnephora;248
Legnotis;343
Legousia;75
Legrandia;266
Lehmannia;374
Lehmanniella;167
Leiachenis;
Leibnitzia;
Leiboldia;
Leichardtia;25
Leichhardtia;309
Leidesia;154
Leighia;
Leiocarpa;
Leiocarpodicraea;324
Leiocolea;
Leiodon;
Leiodontium;
Leiolejeunea;
Leioligo;
Leiomela;
Leiomitra;
Leiomitrium;
Leionema;350
Leiophaca;1
Leiophyllum;149
Leioscyphus;
Leiospermum;116
Leiospora;60
Leiosporoceros;
Leiostemon;318
Leiotheca;
Leiothrix;150
Leiothylax;324
Leiotulus;24
Leiphaimos;167
Leipoldtia;7
Leitneria;369
Lejeunea;
Lellingeria;
Lelya;348
Lemaireocereus;70
Lembidium;
Lembocarpus;170
Lembophyllum;
Lembotropis;
Lemma;
Lemmaphyllum;
Lemmatium;
Lemna;29
Lemnopsis;324
Lemooria;
Lemurella;282
Lemurodendron;
Lemurophoenix;32
Lemuropisum;
Lemurorchis;282
Lemurosicyos;115
Lemyrea;348
Lencymmoea;266
Lenda;
Lendneria;318
Lennea;
Lennoa;58
Lenophyllum;111
Lens;
Lentilla;
Lentiscus;18
Lenwebbia;266
Lenzia;329
Leobordea;
Leocereus;70
Leochilus;282
Leonardendron;
Leonardia;154
Leonardoxa;
Leonia;418
Leonis;
Leonohebe;318
Leonotis;216
Leontice;50
Leontodon;
Leontoglossum;133
Leontonyx;
Leontopodium;
Leonurus;216
Leopoldia;35
Leopoldinia;32
Lepachis;
Lepachys;
Lepadanthus;170
Lepanthes;282
Lepanthopsis;282
Lepargyrea;144
Lepechinia;216
Lepechiniella;58
Lepeostegeres;232
Leperoma;
Lepia;60
Lepiactis;221
Lepicaune;
Lepicephalus;81
Lepicochlea;60
Lepicolea;
Lepicystis;
Lepidacanthus;1
Lepidadenia;219
Lepidagathis;1
Lepidaglaia;247
Lepidaploa;
Lepidaria;232
Lepidella;232
Lepiderema;355
Lepidesmia;
Lepidium;60
Lepidobolus;340
Lepidobotrys;222
Lepidocaryum;32
Lepidocaulon;
Lepidoceras;354
Lepidocoma;
Lepidocordia;58
Lepidogrammitis;
Lepidogyna;
Lepidogyne;282
Lepidolaena;
Lepidolejeunea;
Lepidolopha;
Lepidolopsis;
Lepidomicrosorium;
Lepidoneuron;
Lepidonevron;
Lepidonia;
Lepidopappus;
Lepidopetalum;355
Lepidophorum;
Lepidophyllum;
Lepidopilidium;
Lepidopilum;
Lepidopogon;
Lepidorrhachis;32
Lepidoseris;
Lepidospartum;
Lepidosperma;123
Lepidostachys;309
Lepidostemon;60
Lepidostemon;105
Lepidostephanus;
Lepidostephium;
Lepidostoma;348
Lepidothamnus;323
Lepidotheca;
Lepidotis;
Lepidotrichilia;247
Lepidoturus;154
Lepidozamia;425
Lepidozia;
Lepigonum;86
Lepilaena;331
Lepimenes;105
Lepinia;25
Lepiniopsis;25
Lepionurus;281
Lepironia;123
Lepisanthes;355
Lepiscline;
Lepisma;24
Lepismium;70
Lepisorus;
Lepistemon;105
Lepistemonopsis;105
Leplaea;247
Leporella;282
Leptacanthus;1
Leptactina;348
Leptactinia;348
Leptadenia;25
Leptagrostis;322
Leptalea;
Leptaleum;60
Leptaloe;
Leptamnium;283
Leptandra;318
Leptangium;
Leptanthe;58
Leptarrhena;361
Leptasea;361
Leptaspis;322
Leptaulus;82
Lepteiris;318
Lepteranthus;
Leptica;
Leptidium;
Leptilon;
Leptinella;
Leptis;
Leptoarachniodes;
Leptobarbula;
Leptobasis;60
Leptoboea;170
Leptobryum;
Leptocallis;105
Leptocarpha;
Leptocarpus;340
Leptocarydion;322
Leptocaulis;24
Leptoceras;282
Leptocereus;70
Leptochilus;
Leptochiton;15
Leptochlaena;
Leptochloa;322
Leptocionium;
Leptocladia;70
Leptocladiella;
Leptocladium;
Leptocladodia;70
Leptoclinium;
Leptocolea;
Leptocoryphium;322
Leptocyamus;
Leptocytisus;
Leptodactylon;325
Leptodaphne;219
Leptodermis;348
Leptoderris;
Leptodesmia;
Leptodictyum;
Leptodon;
Leptodontiella;
Leptodontiopsis;
Leptodontium;
Leptoglossis;374
Leptoglottis;
Leptogonum;327
Leptogramma;
Leptogyne;
Leptohymenium;
Leptoischyrodon;
Leptolaena;358
Leptolejeunea;
Leptolepia;
Leptolepidium;
Leptolobium;
Leptomeria;354
Leptomischus;348
Leptonema;309
Leptonychia;238
Leptopetalum;348
Leptophascum;
Leptophyllopsis;
Leptopoda;
Leptopogon;322
Leptopterigynandrum;
Leptopteris;
Leptopus;309
Leptopyrum;322
Leptopyrum;337
Leptorchis;282
Leptorhabdos;283
Leptorhynchos;
Leptorkis;282
Leptormus;60
Leptorumohra;
Leptoscela;348
Leptoscyphopsis;
Leptoscyphus;
Leptosema;
Leptoseris;
Leptosiphon;325
Leptosiphonium;1
Leptosolena;426
Leptospermum;266
Leptospron;
Leptostachya;1
Leptostelma;
Leptostigma;348
Leptostomopsis;
Leptostomum;
Leptostylis;356
Leptosyne;
Leptotaenia;24
Leptoterantha;248
Leptotes;282
Leptotheca;
Leptothrium;322
Leptothyrsa;350
Leptotis;
Leptotriche;
Leptotrichella;
Leptotrichum;
Lepturidium;322
Lepturopetium;322
Lepturus;322
Lepuropetalon;88
Lepyrodia;340
Lepyrodiclis;86
Lepyrodon;
Lepyrodontopsis;
Leratia;
Leratiella;
Lerchea;348
Lereschia;24
Leretia;201
Leria;
Lescaillea;
Leschenaultia;175
Lescuraea;
Leskea;
Leskeadelphus;
Leskeella;
Leskeodon;
Leskeodontopsis;
Lespedeza;
Lesquerella;60
Lesquereuxia;
Lessertia;
Lessingia;
Lessingianthus;
Lessonia;24
Lestibudesia;14
Letestua;356
Letestudoxa;21
Letestuella;324
Lethedon;401
Lethia;202
Lethocolea;
Leto;
Lettowianthus;21
Lettsomia;105
Leucacantha;
Leucactinia;
Leucadendron;333
Leucadenia;154
Leucaena;
Leucalepis;246
Leucantanacetum;
Leucantha;
Leucanthemella;
Leucanthemopsis;
Leucanthemum;
Leucas;216
Leucaster;273
Leucelene;
Leucerminium;282
Leuchaeria;
Leucheria;
Leuchtenbergia;70
Leuciva;
Leucobarleria;1
Leucoblepharis;
Leucobotrys;232
Leucobryum;
Leucocalanthe;54
Leucocarpum;88
Leucocarpus;308
Leucochloron;
Leucochrysum;
Leucococcus;413
Leucocodon;348
Leucocoma;337
Leucocorema;201
Leucocoryne;15
Leucocrinum;35
Leucocroton;154
Leucodon;
Leucodontella;
Leucodontopsis;
Leucogenes;
Leucohyle;282
Leucojum;15
Leucolaena;282
Leucolejeunea;
Leucolepis;
Leucoloma;
Leucolophus;348
Leucomanes;
Leucomeris;
Leucomium;
Leucomphalos;
Leuconocarpus;99
Leuconotis;25
Leuconymphaea;274
Leucoperichaetium;
Leucophanella;
Leucophanes;
Leucopholis;
Leucophyllum;367
Leucophysalis;374
Leucophyta;
Leucopoa;322
Leucopogon;149
Leucopsidium;
Leucopsis;
Leucoptera;
Leucorchis;282
Leucosalpa;283
Leucosceptrum;216
Leucoseris;
Leucosidea;346
Leucospermum;333
Leucosphaera;14
Leucospora;318
Leucostegane;
Leucostegia;
Leucostemma;86
Leucosyke;413
Leucothauma;15
Leucothoe;149
Leucothrinax;32
Leucotrichum;
Leucoxyla;346
Leunisia;
Leurocline;58
Leutea;24
Leuzea;
Levana;374
Leveillea;
Levenhookia;385
Levierella;
Levieria;255
Levisticum;24
Lewisia;256
Lexarzanthe;60
Lexipyretum;167
Leycesteria;81
Leydeum;322
Leymopyron;322
Leymostachys;322
Leymotrigia;322
Leymus;322
Leysera;
Leytesion;322
Lhotzkyella;25
Liabellum;
Liabum;
Lianthus;199
Liatris;
Libanothamnus;
Libanotis;24
Liberatia;1
Libertia;202
Libidibia;
Libocedrus;117
Libonia;1
Librevillea;
Libyella;322
Licania;94
Licaria;219
Lichnis;86
Lichtensteinia;24
Lichtensteinia;232
Licuala;32
Lidbeckia;
Lieberkuhna;
Liebigia;170
Liesneria;229
Lifago;
Ligaria;232
Ligea;324
Ligeophila;282
Ligeria;170
Lightfootia;55
Lightfootia;75
Lightiodendron;155
Ligia;401
Lignieria;246
Lignocarpa;24
Ligularia;
Ligulariopsis;
Ligusticella;24
Ligusticopsis;24
Ligusticum;24
Ligustrina;278
Ligustrum;278
Lijndenia;246
Lilaeopsis;24
Lilium;223
Limacia;248
Limaciopsis;248
Limatodes;282
Limbarda;
Limbella;
Limeum;224
Limnanthemum;249
Limnanthes;225
Limnas;322
Limnaspidium;367
Limnia;256
Limnobium;
Limnobium;196
Limnobotrya;361
Limnocharis;9
Limnochloa;123
Limnocitrus;350
Limnodea;322
Limnophila;318
Limnophyton;9
Limnopoa;322
Limnorchis;282
Limnosciadium;24
Limnosipanea;348
Limodorum;282
Limonia;350
Limoniastrum;321
Limoniodes;321
Limoniopsis;321
Limonium;321
Limosella;367
Limprichtia;
Linanthastrum;325
Linanthus;325
Linaria;318
Linariantha;1
Linariopsis;292
Linconia;63
Lindackeria;2
Lindbergella;322
Lindbergia;
Lindelofia;58
Lindenbergia;318
Lindenia;348
Lindeniopiper;316
Lindera;219
Lindernia;227
Lindheimera;
Lindigia;
Lindigianthus;
Lindleya;346
Lindleyella;346
Lindmania;61
Lindsaea;
Lindsaenium;
Lindsaeosoria;
Lindsaynium;
Lindsayomyrtus;266
Lindsayopsis;
Lingelsheimia;309
Lingnania;322
Lingoum;
Linharea;219
Linnaea;81
Linnaeosicyos;115
Linocalix;1
Linocalyx;1
Linochilus;
Linociera;278
Linodendron;401
Linodes;226
Linopsis;226
Linospadix;32
Linostigma;168
Linostoma;401
Linostylis;1
Linosyris;
Linsecomia;
Lintonia;322
Linum;226
Linzia;
Liochlaena;
Liparia;
Liparis;282
Liparophyllum;249
Lipocarpha;123
Lipochaeta;
Lipophragma;60
Lipophyllum;99
Lipostoma;348
Lipotriche;
Lipozygis;
Lippia;416
Lippomuellera;333
Lipschitziella;
Lipskya;24
Lipskyella;
Liquidambar;12
Liquiritia;
Liriodendron;236
Liriope;35
Liriosma;277
Lisaea;24
Lisianthius;167
Lisowskia;282
Lissanthe;149
Lissera;
Lissocarpa;142
Lissochilus;282
Lissospermum;1
Listera;282
Listia;
Listrobanthes;1
Listrostachys;282
Litanthus;35
Litchi;355
Lithachne;322
Lithobium;246
Lithocardium;58
Lithocarpus;159
Lithodia;179
Lithodora;58
Lithodraba;60
Lithomyrtus;266
Lithoon;
Lithophila;14
Lithophragma;361
Lithops;7
Lithosciadium;24
Lithospermum;58
Lithostegia;
Lithraea;18
Lithrea;18
Litobrochia;
Litogyne;
Litolobium;
Litostigma;170
Litothamnus;
Litrisa;
Litsea;219
Littaea;35
Littledalea;322
Littonia;100
Littorella;318
Litwinowia;60
Livistona;32
Lizeron;105
Llagunoa;355
Llavea;
Llerasia;
Lloydia;223
Loasa;228
Lobadium;18
Lobake;105
Lobanilia;154
Lobaria;361
Lobatiriccardia;
Lobelia;75
Lobirota;170
Lobivia;70
Loboptera;170
Lobostemon;58
Lobostephanus;25
Lobularia;60
Locandi;369
Locella;232
Locellaria;
Locheria;170
Lochnera;25
Lockhartia;282
Lodia;70
Lodoicea;32
Loefgrenianthus;282
Loeflingia;86
Loeselia;325
Loeseliastrum;325
Loesenera;
Loeseneriella;88
Loeskeobryum;
Loeskypnum;
Loethainia;
Loevigia;246
Loewia;290
Logania;229
Logfia;
Loheria;332
Loiseaubryum;
Loiseleuria;149
Lojaconoa;322
Loliola;322
Loliolum;322
Lolium;322
Lomagramma;
Lomandra;35
Lomanodia;246
Lomanthera;246
Lomanthus;
Lomaphlebia;
Lomaria;
Lomaridium;
